Czy jesteœ studentk¹/studentem.;Czy jesteœ studentk¹/studentem. wartoœæ;Na jakiej uczelni studiujesz?;Na jakiej uczelni studiujesz? wartoœæ;Jaki kierunek studiujesz?;Jaki kierunek studiujesz? wartoœæ;Ile masz lat?;Ile masz lat? wartoœæ;Rodzaj studiów;Rodzaj studiów wartoœæ;Na którym roku studiów jesteœ?;Na którym roku studiów jesteœ? wartoœæ;P³eæ;P³eæ wartoœæ;Czy pracujesz?;Czy pracujesz? wartoœæ;Miejsce zamieszkania:;Miejsce zamieszkania: wartoœæ;Czy jesteœ singlem/singielk¹?;Czy jesteœ singlem/singielk¹? wartoœæ;...21;Czy uwa¿asz ¿e masz tendencje do przepracowywania siê?;Jak czêsto odk³adasz zadania na póŸniej?;Jak bardzo czujesz siê przyt³oczony nadmiarem obowi¹zków? ;Czy uwa¿asz, ¿e iloœæ nauki jest powi¹zana z wynikami?;Jak czêsto uwa¿asz, ¿e kwestionujesz swoje decyzje?;;Czy uwa¿asz ¿e praca w grupie sprawia ci trudnoœæ?;U jakiej czêœci twoich znajomych zauwa¿asz oznaki wypalenia? ;Czy czujesz ¿e masz wsparcie w swoich znajomych ze studiów?;Czy uwa¿asz ¿e masz wsparcie u rodziny i/lub swoich znajomych spoza studiów?;Czy uwa¿asz ¿e masz dobre relacje z prowadz¹cymi? ;...27;Jak czêsto czujesz siê zmêczony/a fizycznie?  ;Jak czêsto czujesz siê emocjonalnie wyczerpany? ;Czy odczuwasz przewlek³y stres? ;Jak czêsto jesteœ aktywny fizycznie?;Jak oceniasz jakoœæ swojego snu?;...33;Czy rozwijasz swoje pasje poza-naukowo? ;Jak du¿o czasu poœwiêcasz na naukê tygodniowo?;...42;Jak oceniasz trudnoœæ twojego kierunku?;data
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;19;19;Studia licencjackie;Studia licencjackie;1;1;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;5;5;0;5;;3;5;3;4;5;;5;5;5;0;0;;0;2;;4;04.11.2025 00:29
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;21;21;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;4;5;3;1;;5;3;2;2;4;;5;5;4;0;4;;0;3;;3;04.11.2025 01:09
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;2;4;1;1;3;;3;1;1;3;2;;3;4;4;3;4;;2;3;;3;04.11.2025 09:38
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;4;0;2;3;;2;4;1;3;4;;3;4;2;3;5;;2;3;;3;04.11.2025 10:12
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Matematyczny/Fizyczny;Matematyczny/Fizyczny;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;3;4;1;2;;2;3;5;4;2;;4;4;3;1;3;;4;3;;4;04.11.2025 10:49
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;3;2;1;4;;1;2;3;1;3;;2;4;3;2;1;;4;2;;3;04.11.2025 11:39
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;2;4;5;3;3;;1;3;4;4;3;;5;5;5;1;3;;2;1;;2;04.11.2025 11:39
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Kobieta;Kobieta;Nie;Nie;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;4;3;0;2;;4;3;4;4;4;;3;2;3;2;4;;3;3;;3;04.11.2025 12:58
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;19;19;Studia magisterskie;Studia magisterskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;1;4;3;4;5;;3;3;5;4;3;;3;3;3;1;2;;2;3;;4;04.11.2025 13:58
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;20;20;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;3;4;3;4;5;;0;2;4;5;5;;3;4;1;3;4;;2;3;;3;04.11.2025 14:54
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Matematyczny/Fizyczny;Matematyczny/Fizyczny;18;18;Studia licencjackie;Studia licencjackie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;To skomplikowane;To skomplikowane;;3;2;2;3;2;;3;2;4;4;4;;3;2;2;3;2;;5;3;;3;04.11.2025 15:34
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki przyrodnicze;Kierunki przyrodnicze;21;21;Studia in¿ynierskie;Studia in¿ynierskie;3;3;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;4;5;5;2;;1;4;4;3;1;;4;4;5;2;4;;2;3;;4;04.11.2025 15:47
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Ekonomiczny;Ekonomiczny;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;To skomplikowane;To skomplikowane;;1;4;2;5;1;;0;1;5;5;4;;2;1;0;5;4;;4;1;;2;04.11.2025 17:34
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;22;22;Inne;Inne;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;2;3;3;2;3;;1;4;3;3;3;;3;4;3;1;4;;3;3;;3;04.11.2025 18:04
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;18;18;Studia licencjackie;Studia licencjackie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;4;3;4;3;3;;2;3;3;3;4;;2;3;1;2;4;;2;5;;4;04.11.2025 18:44
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;21;21;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;2;3;3;1;2;;0;3;1;2;1;;2;1;1;3;3;;1;2;;4;04.11.2025 20:40
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;35 i wiêcej;35 i wiêcej;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;4;4;5;4;;0;4;5;5;4;;4;4;4;3;3;;1;3;;3;04.11.2025 21:23
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;19;19;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;2;4;3;3;2;;2;4;4;4;3;;2;3;2;3;3;;2;;;4;04.11.2025 22:58
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;18;18;Studia licencjackie;Studia licencjackie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;1;2;2;3;;1;1;0;0;1;;3;5;2;0;0;;1;2;;1;05.11.2025 06:58
Tak;Tak;Innej;Innej;Kierunki medyczne;Kierunki medyczne;35 i wiêcej;35 i wiêcej;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Nie;Nie;inne;inne;Nie;Nie;;5;3;3;4;2;;1;3;5;2;5;;1;4;2;2;1;;3;4;;4;05.11.2025 08:29
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;35 i wiêcej;35 i wiêcej;Studia podyplomowe;Studia podyplomowe;1;1;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;0;5;1;1;1;;1;1;1;1;1;;2;1;2;2;3;;3;3;;2;05.11.2025 11:29
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;20;20;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;3;4;4;4;;4;2;5;5;2;;5;5;5;0;2;;0;4;;5;05.11.2025 14:08
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki pedagogiczne;Kierunki pedagogiczne;22;22;Studia licencjackie;Studia licencjackie;3;3;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;5;1;5;5;3;;1;3;4;5;4;;4;4;4;3;3;;4;3;;2;05.11.2025 14:18
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;19;19;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;4;4;4;1;;3;3;5;5;3;;5;3;4;2;4;;5;3;;3;05.11.2025 14:46
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;35 i wiêcej;35 i wiêcej;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Pe³en etat;Pe³en etat;inne;inne;Nie;Nie;;4;3;4;1;2;;0;3;5;5;4;;3;3;4;4;2;;4;3;;4;05.11.2025 19:30
Tak;Tak;Medycznej (np. Gumed);Medycznej (np. Gumed);Kierunki medyczne;Kierunki medyczne;35 i wiêcej;35 i wiêcej;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Pe³en etat;Pe³en etat;inne;inne;Nie;Nie;;3;2;4;3;1;;0;2;3;3;3;;4;2;4;2;3;;3;2;;4;05.11.2025 19:42
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;21;21;Studia in¿ynierskie;Studia in¿ynierskie;2;2;Mê¿czyzna;Mê¿czyzna;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;1;1;3;3;1;;0;3;1;3;2;;2;2;0;5;5;;4;5;;4;05.11.2025 22:13
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Kierunki ekonomiczne;Kierunki ekonomiczne;20;20;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;4;4;2;4;;1;3;4;4;4;;5;5;1;4;0;;4;3;;3;06.11.2025 09:38
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Kierunki ekonomiczne;Kierunki ekonomiczne;20;20;Studia licencjackie;Studia licencjackie;2;2;Mê¿czyzna;Mê¿czyzna;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;2;3;4;1;4;;2;4;5;2;4;;3;1;4;2;5;;0;2;;2;06.11.2025 16:54
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;22;22;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;1;3;2;5;;5;2;2;3;3;;4;4;5;2;3;;4;2;;3;06.11.2025 20:58
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki ekonomiczne;Kierunki ekonomiczne;22;22;Studia magisterskie;Studia magisterskie;1;1;Kobieta;Kobieta;Nie;Nie;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;1;5;1;3;;3;0;0;3;3;;3;5;5;3;4;;0;5;;4;06.11.2025 21:17
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Ekonomiczny;Ekonomiczny;20;20;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;3;2;2;4;;1;3;2;5;2;;2;3;3;3;4;;3;2;;2;07.11.2025 09:11
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;20;20;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Mê¿czyzna;Mê¿czyzna;Niepe³ny etat;Niepe³ny etat;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;4;5;5;3;4;;3;2;3;;4;;5;5;5;2;3;;2;1;;4;07.11.2025 15:07
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;24;24;Studia in¿ynierskie;Studia in¿ynierskie;4;4;Mê¿czyzna;Mê¿czyzna;Pe³en etat;Pe³en etat;Mieszkam z rodzicami;Mieszkam z rodzicami;To skomplikowane;To skomplikowane;;3;5;5;3;5;;0;3;0;0;1;;5;5;5;0;0;;0;2;;5;07.11.2025 19:06
Tak;Tak;Ekonomiczne ;Ekonomiczne ;Informatyczny/Elektroniczny;Informatyczny/Elektroniczny;20;20;Studia licencjackie;Studia licencjackie;2;2;Kobieta;Kobieta;Mniej ni¿ 20h tygodniowo;Mniej ni¿ 20h tygodniowo;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;3;3;4;4;5;;2;1;3;5;3;;3;3;4;3;3;;3;3;;3;08.11.2025 11:55
Tak;Tak;Artystycznej;Artystycznej;Kierunki artystyczne;Kierunki artystyczne;24;24;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Inna;Inna;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;4;3;3;4;;3;5;5;4;4;;4;4;4;1;4;;3;2;;3;08.11.2025 19:37
Tak;Tak;Technicznej –Politechnika.;Technicznej –Politechnika.;Kierunki Techniczne inne;Kierunki Techniczne inne;20;20;Studia in¿ynierskie;Studia in¿ynierskie;1;1;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;1;0;0;3;2;;3;2;1;2;0;;0;0;0;2;2;;0;1;;3;12.11.2025 09:51
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;35 i wiêcej;35 i wiêcej;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;To skomplikowane;To skomplikowane;;2;2;3;2;1;;0;3;1;2;2;;3;3;2;2;2;;1;3;;3;12.11.2025 18:33
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;23;23;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Niepe³ny etat;Niepe³ny etat;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Nie;Nie;;4;2;2;2;4;;1;4;4;5;4;;4;3;3;2;4;;3;2;;3;14.11.2025 13:28
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki humanistyczne;Kierunki humanistyczne;35 i wiêcej;35 i wiêcej;Inne;Inne;1;1;Kobieta;Kobieta;Pe³en etat;Pe³en etat;Utrzymujê siê sam/a;Utrzymujê siê sam/a;Nie;Nie;;3;5;5;3;3;;2;3;3;3;2;;4;4;5;5;4;;2;4;;4;17.11.2025 23:47
Tak;Tak;Innej;Innej;Kierunki spo³eczne;Kierunki spo³eczne;22;22;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;0;5;4;1;4;;1;3;4;5;3;;3;4;5;1;1;;2;2;;4;18.11.2025 00:44
Tak;Tak;Innej;Innej;Kierunki spo³eczne;Kierunki spo³eczne;23;23;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam sam/a ze wsparciem rodziców;Mieszkam sam/a ze wsparciem rodziców;Tak;Tak;;5;1;3;2;4;;1;2;5;2;3;;4;4;5;2;2;;3;3;;4;20.11.2025 10:35
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;23;23;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Tak;Tak;;3;4;5;3;5;;2;4;5;5;4;;2;4;3;4;3;;3;1;;5;21.11.2025 11:14
Tak;Tak;Humanistycznej – Uniwersytet;Humanistycznej – Uniwersytet;Kierunki spo³eczne;Kierunki spo³eczne;22;22;Studia magisterskie;Studia magisterskie;5 lub wiêcej;5 lub wiêcej;Kobieta;Kobieta;Nie;Nie;Mieszkam z rodzicami;Mieszkam z rodzicami;Nie;Nie;;3;4;3;3;4;;3;2;3;4;4;;4;3;4;3;2;;3;3;;4;21.11.2025 11:50
